Date,Branch,Product,Category,Quantity,Unit_Price,Total_Sales,Salesperson
2025-06-25,Mansoura,Juice,Beverages,4,85.11,340.44,Felicia
2025-02-24,Cairo,Soap,Detergents,9,141.12,1270.08,Rebecca
2025-02-01,Alexandria,Juice,Beverages,9,102.35,921.15,James
2025-04-09,Mansoura,Soda,Beverages,4,122.6,490.4,Philip
2025-05-23,Mansoura,Soda,Beverages,7,81.41,569.87,Brittany
2025-01-19,Cairo,Knives,Household,8,125.01,1000.08,Kevin
2025-03-09,Tanta,Plates,Household,5,75.88,379.4,Michael
2025-02-23,Mansoura,Chicken,Food,8,107.83,862.64,Kristina
2025-02-01,Mansoura,Knives,Household,2,34.42,68.84,Vanessa
2025-04-15,Cairo,Towels,Household,8,67.87,542.96,Brooke
2025-05-12,Alexandria,Tea,Beverages,4,104.77,419.08,Melanie
2025-04-23,Mansoura,Beef,Food,7,101.58,711.06,Pam
2025-04-17,Tanta,Rice,Food,2,16.24,32.48,Joseph
2025-04-16,Tanta,Towels,Household,5,12.74,63.7,Nathaniel
2025-04-26,Cairo,Juice,Beverages,5,89.38,446.9,Sean
2025-05-12,Tanta,Cups,Household,9,17.29,155.60999999999999,Robert
2025-04-09,Tanta,Knives,Household,2,142.83,285.66,Jeremy
2025-06-27,Alexandria,Knives,Household,6,56.13,336.78000000000003,Rachel
2025-03-01,Alexandria,Water,Beverages,6,95.78,574.6800000000001,Tracy
2025-01-09,Mansoura,Soda,Beverages,1,149.64,149.64,Sheila
2025-03-04,Cairo,Soda,Beverages,7,50.08,350.56,Louis
2025-02-02,Cairo,Towels,Household,3,45.93,137.79,Jacob
2024-12-29,Alexandria,Plates,Household,8,56.6,452.8,Kristin
2025-02-25,Mansoura,Tissue,Detergents,3,69.71,209.13,Brian
2025-06-19,Alexandria,Towels,Household,4,144.3,577.2,Andrew
2025-04-17,Mansoura,Plates,Household,7,43.72,306.03999999999996,Ronald
2025-05-29,Tanta,Cups,Household,5,44.1,220.5,Patrick
2025-02-23,Mansoura,Water,Beverages,4,38.14,152.56,Peggy
2025-06-10,Tanta,Beef,Food,1,75.37,75.37,Chris
2025-02-10,Alexandria,Soap,Detergents,6,93.79,562.74,Clayton
2025-06-25,Tanta,Plates,Household,2,85.08,170.16,Harry
2025-06-15,Cairo,Pasta,Food,4,99.04,396.16,Brian
2025-03-10,Mansoura,Soda,Beverages,1,112.65,112.65,Holly
2025-06-26,Mansoura,Rice,Food,2,107.84,215.68,Dakota
2025-05-13,Mansoura,Water,Beverages,4,49.87,199.48,Jeremiah
2025-05-22,Tanta,Plates,Household,8,78.33,626.64,Christina
2025-03-30,Cairo,Tea,Beverages,3,77.0,231.0,Kristina
2025-02-26,Alexandria,Knives,Household,4,83.45,333.8,Marissa
2025-02-17,Cairo,Juice,Beverages,9,61.13,550.1700000000001,Paul
2025-01-29,Alexandria,Beef,Food,7,135.56,948.9200000000001,Matthew
2025-01-25,Alexandria,Knives,Household,2,140.27,280.54,Megan
2025-04-25,Alexandria,Shampoo,Detergents,5,110.91,554.55,Margaret
2025-03-05,Mansoura,Juice,Beverages,2,86.86,173.72,Erik
2025-02-18,Alexandria,Juice,Beverages,8,148.09,1184.72,Justin
2025-03-08,Tanta,Pasta,Food,7,127.1,889.6999999999999,Elijah
2025-05-13,Tanta,Towels,Household,1,42.0,42.0,Sheryl
2025-05-04,Mansoura,Towels,Household,7,130.3,912.1000000000001,Richard
2025-04-12,Tanta,Tissue,Detergents,1,72.63,72.63,Daniel
2025-03-11,Tanta,Beef,Food,2,58.85,117.7,Melissa
2025-02-18,Cairo,Cups,Household,4,148.18,592.72,Sherry
2025-03-07,Tanta,Plates,Household,1,29.69,29.69,Robert
2024-12-29,Mansoura,Coffee,Beverages,8,105.38,843.04,Kathy
2025-05-19,Tanta,Tissue,Detergents,9,18.46,166.14000000000001,Timothy
2025-06-27,Alexandria,Towels,Household,6,72.32,433.91999999999996,Thomas
2025-05-05,Tanta,Chicken,Food,1,139.1,139.1,Daniel
2025-01-08,Mansoura,Water,Beverages,6,115.48,692.88,Sarah
2025-05-06,Tanta,Shampoo,Detergents,6,74.89,449.34000000000003,Brianna
2025-01-03,Cairo,Pasta,Food,4,95.83,383.32,Michael
2025-03-07,Alexandria,Coffee,Beverages,1,22.8,22.8,Jared
2025-01-29,Cairo,Bleach,Detergents,3,18.94,56.82000000000001,Gabriel
2025-03-01,Cairo,Beef,Food,8,119.19,953.52,Donna
2025-02-05,Mansoura,Juice,Beverages,8,133.91,1071.28,Joseph
2025-05-28,Cairo,Shampoo,Detergents,2,65.01,130.02,Billy
2025-06-17,Cairo,Water,Beverages,9,26.09,234.81,Rodney
2025-04-22,Tanta,Soap,Detergents,8,127.13,1017.04,Margaret
2025-04-15,Cairo,Coffee,Beverages,2,131.56,263.12,Gary
2025-05-05,Alexandria,Towels,Household,6,52.53,315.18,Jeffery
2025-06-15,Cairo,Chicken,Food,8,38.38,307.04,Michael
2025-06-15,Tanta,Beef,Food,9,109.28,983.52,Jeffrey
2025-04-18,Tanta,Soda,Beverages,2,130.32,260.64,Yesenia
2025-01-24,Alexandria,Cups,Household,9,113.86,1024.74,Andrea
2025-01-16,Tanta,Juice,Beverages,4,44.83,179.32,Christopher
2025-01-17,Mansoura,Shampoo,Detergents,7,14.69,102.83,Brenda
2025-05-16,Mansoura,Shampoo,Detergents,6,106.77,640.62,Shane
2025-05-22,Tanta,Shampoo,Detergents,6,37.57,225.42000000000002,Robert
2025-03-24,Mansoura,Cheese,Food,9,20.42,183.78000000000003,Beth
2025-01-20,Mansoura,Towels,Household,3,117.07,351.21,Brittany
2024-12-30,Alexandria,Juice,Beverages,3,61.02,183.06,Ashley
2025-01-11,Cairo,Beef,Food,1,75.43,75.43,Christina
2025-02-08,Alexandria,Tea,Beverages,8,142.13,1137.04,Lauren
2025-04-16,Cairo,Shampoo,Detergents,6,59.82,358.92,Brenda
2025-02-08,Tanta,Pasta,Food,4,74.04,296.16,Laurie
2025-06-05,Mansoura,Beef,Food,9,141.55,1273.95,Beth
2025-06-13,Alexandria,Towels,Household,9,145.5,1309.5,Meghan
2025-06-21,Tanta,Cups,Household,6,29.26,175.56,Valerie
2025-04-23,Mansoura,Chicken,Food,4,64.35,257.4,Sandra
2025-03-03,Tanta,Pasta,Food,2,81.19,162.38,John
2025-04-13,Tanta,Chicken,Food,3,39.86,119.58,Emily
2025-04-25,Cairo,Knives,Household,6,32.91,197.45999999999998,Mary
2025-02-23,Alexandria,Rice,Food,4,40.97,163.88,Katherine
2025-02-02,Alexandria,Shampoo,Detergents,4,142.35,569.4,Melissa
2025-04-02,Tanta,Soap,Detergents,9,27.19,244.71,Brandon
2025-01-29,Cairo,Coffee,Beverages,2,46.8,93.6,Debra
2025-01-09,Tanta,Plates,Household,3,21.69,65.07000000000001,Samantha
2025-03-02,Mansoura,Chicken,Food,1,26.71,26.71,Ross
2025-01-09,Mansoura,Tea,Beverages,2,120.77,241.54,Shane
2025-03-03,Alexandria,Soda,Beverages,8,61.49,491.92,Robert
2025-03-26,Alexandria,Cups,Household,8,76.1,608.8,Antonio
2025-04-30,Cairo,Bleach,Detergents,2,10.36,20.72,Brenda
2025-02-10,Cairo,Bleach,Detergents,1,23.43,23.43,Alison
2025-02-12,Alexandria,Beef,Food,6,130.48,782.8799999999999,Eric
2024-12-28,Mansoura,Cups,Household,9,130.7,1176.3,Michael
2025-01-05,Tanta,Coffee,Beverages,3,26.81,80.42999999999999,Julie
2025-04-21,Alexandria,Tea,Beverages,7,47.91,335.37,Sharon
2025-02-07,Tanta,Cheese,Food,3,41.85,125.55000000000001,John
2025-04-08,Cairo,Water,Beverages,8,115.9,927.2,Kevin
2025-05-25,Cairo,Knives,Household,8,107.4,859.2,Adam
2025-04-12,Tanta,Cups,Household,5,21.14,105.7,Gina
2025-01-31,Tanta,Tea,Beverages,6,138.06,828.36,Zachary
2025-06-20,Cairo,Coffee,Beverages,5,126.44,632.2,Heidi
2025-04-07,Cairo,Shampoo,Detergents,5,104.12,520.6,Jodi
2025-05-28,Tanta,Knives,Household,2,49.99,99.98,Joseph
2025-05-24,Alexandria,Soda,Beverages,9,33.42,300.78000000000003,Michelle
2025-06-23,Tanta,Towels,Household,8,13.7,109.6,Deanna
2025-05-26,Mansoura,Knives,Household,1,65.66,65.66,Sean
2025-03-07,Tanta,Chicken,Food,6,52.47,314.82,Madison
2025-06-12,Cairo,Pasta,Food,6,14.86,89.16,Curtis
2025-06-16,Mansoura,Plates,Household,1,124.51,124.51,Joel
2025-04-28,Tanta,Beef,Food,1,141.86,141.86,Charles
2025-04-29,Alexandria,Plates,Household,2,79.35,158.7,Pamela
2025-05-21,Cairo,Bleach,Detergents,9,144.91,1304.19,Sergio
2025-04-27,Mansoura,Bleach,Detergents,3,121.51,364.53000000000003,Ralph
2025-05-14,Cairo,Beef,Food,2,104.42,208.84,Robert
2025-04-06,Alexandria,Coffee,Beverages,7,148.19,1037.33,John
2025-05-15,Cairo,Beef,Food,3,86.57,259.71,Wanda
2025-04-14,Tanta,Chicken,Food,6,27.32,163.92000000000002,Jay
2025-03-30,Cairo,Cups,Household,1,64.65,64.65,Corey
2025-05-27,Mansoura,Cups,Household,9,114.93,1034.3700000000001,Rose
2025-04-02,Tanta,Tea,Beverages,9,122.08,1098.72,Joy
2025-02-10,Mansoura,Soda,Beverages,8,128.55,1028.4,John
2025-04-29,Mansoura,Shampoo,Detergents,6,98.89,593.34,Anthony
2025-06-08,Alexandria,Shampoo,Detergents,9,141.71,1275.39,Jeffrey
2025-03-23,Tanta,Tissue,Detergents,5,52.66,263.29999999999995,Erin
2025-06-08,Mansoura,Water,Beverages,2,35.25,70.5,Michael
2025-06-24,Mansoura,Water,Beverages,9,130.23,1172.07,Bryan
2025-06-17,Mansoura,Cheese,Food,1,131.77,131.77,Jeffery
2025-01-30,Mansoura,Knives,Household,8,83.9,671.2,Angela
2025-01-06,Alexandria,Plates,Household,4,62.24,248.96,Jessica
2025-02-28,Alexandria,Beef,Food,3,140.95,422.84999999999997,Andrea
2025-02-11,Cairo,Water,Beverages,1,59.82,59.82,Paul
2025-06-17,Cairo,Tea,Beverages,3,74.55,223.64999999999998,David
2025-04-28,Cairo,Plates,Household,1,75.64,75.64,Nicholas
2025-02-14,Tanta,Cups,Household,5,108.3,541.5,Joseph
2025-06-04,Cairo,Towels,Household,4,64.97,259.88,Teresa
2025-02-01,Alexandria,Bleach,Detergents,8,60.7,485.6,Jasmine
2025-05-31,Mansoura,Tea,Beverages,9,125.56,1130.04,William
2025-05-07,Cairo,Tissue,Detergents,5,96.68,483.40000000000003,Nancy
2025-03-12,Cairo,Cups,Household,2,134.69,269.38,Brandon
2025-01-15,Alexandria,Plates,Household,6,11.05,66.30000000000001,Stephen
2025-01-18,Cairo,Coffee,Beverages,8,121.76,974.08,Robert
2025-06-15,Alexandria,Plates,Household,1,21.09,21.09,Brooke
2025-06-03,Mansoura,Cups,Household,3,56.13,168.39000000000001,Angel
2025-05-10,Cairo,Coffee,Beverages,5,143.3,716.5,Renee
2025-05-17,Cairo,Knives,Household,5,124.06,620.3,Lori
2025-03-21,Tanta,Bleach,Detergents,2,92.6,185.2,Nathaniel
2025-05-10,Tanta,Bleach,Detergents,3,101.76,305.28000000000003,Jessica
2025-01-14,Mansoura,Tissue,Detergents,1,81.55,81.55,Monica
2025-02-28,Alexandria,Juice,Beverages,4,101.1,404.4,Justin
2025-04-28,Mansoura,Soda,Beverages,1,123.98,123.98,Gary
2025-04-20,Tanta,Towels,Household,3,77.97,233.91,Tamara
2025-04-03,Alexandria,Knives,Household,1,81.8,81.8,Diana
2025-03-23,Mansoura,Shampoo,Detergents,9,79.02,711.18,Amanda
2025-06-06,Mansoura,Coffee,Beverages,4,19.97,79.88,Thomas
2025-03-17,Alexandria,Juice,Beverages,6,142.71,856.26,Marilyn
2025-03-23,Tanta,Cups,Household,2,46.77,93.54,Maurice
2025-05-16,Mansoura,Soda,Beverages,1,43.53,43.53,Jennifer
2025-04-25,Mansoura,Soda,Beverages,8,72.07,576.56,William
2025-06-06,Cairo,Tissue,Detergents,8,20.53,164.24,Douglas
2025-04-14,Tanta,Towels,Household,5,62.18,310.9,Christopher
2025-05-22,Mansoura,Rice,Food,7,55.3,387.09999999999997,Anthony
2025-01-06,Alexandria,Cups,Household,2,98.74,197.48,Kathleen
2025-03-04,Mansoura,Coffee,Beverages,7,121.25,848.75,Richard
2025-04-02,Mansoura,Pasta,Food,6,11.48,68.88,Vanessa
2024-12-29,Mansoura,Water,Beverages,6,36.67,220.02,Tina
2025-06-24,Tanta,Tissue,Detergents,6,25.22,151.32,Tonya
2025-02-28,Mansoura,Tissue,Detergents,5,136.61,683.0500000000001,Mitchell
2025-02-07,Alexandria,Soap,Detergents,2,45.11,90.22,Jason
2025-06-12,Alexandria,Knives,Household,5,94.28,471.4,Claudia
2025-06-28,Mansoura,Knives,Household,5,123.59,617.95,Danny
2025-03-15,Tanta,Beef,Food,5,52.91,264.54999999999995,James
2025-05-24,Cairo,Shampoo,Detergents,4,100.3,401.2,Kimberly
2025-05-06,Mansoura,Beef,Food,8,50.35,402.8,Brian
2025-02-13,Alexandria,Towels,Household,5,84.89,424.45,Lindsay
2025-04-02,Alexandria,Water,Beverages,9,83.56,752.04,Jacob
2025-02-26,Alexandria,Rice,Food,9,111.54,1003.86,Joseph
2025-02-28,Tanta,Cheese,Food,8,149.45,1195.6,Robert
2025-01-24,Cairo,Chicken,Food,5,147.79,738.9499999999999,Gwendolyn
2025-01-17,Tanta,Plates,Household,4,130.05,520.2,Jane
2025-02-18,Tanta,Cups,Household,4,131.9,527.6,Gregory
2025-01-16,Alexandria,Towels,Household,6,39.8,238.79999999999998,Amy
2025-06-02,Cairo,Cups,Household,3,124.44,373.32,Aaron
2025-03-04,Alexandria,Tissue,Detergents,9,81.01,729.09,David
2025-06-26,Tanta,Chicken,Food,2,121.73,243.46,Thomas
2025-04-01,Alexandria,Beef,Food,3,62.36,187.07999999999998,Elizabeth
2025-01-25,Tanta,Bleach,Detergents,1,86.61,86.61,Timothy
2025-06-19,Tanta,Soap,Detergents,4,127.62,510.48,Rebecca
2025-01-11,Alexandria,Bleach,Detergents,3,38.14,114.42,Jimmy
2025-03-07,Cairo,Cheese,Food,9,27.82,250.38,Jennifer
2025-01-01,Tanta,Cups,Household,8,117.18,937.44,Timothy
2025-03-22,Tanta,Water,Beverages,9,41.34,372.06000000000006,Lisa
2025-01-03,Tanta,Cheese,Food,5,100.53,502.65,Michael
2025-06-10,Alexandria,Juice,Beverages,2,128.05,256.1,Angela
2025-04-22,Alexandria,Soda,Beverages,8,81.02,648.16,Meagan
2025-02-27,Cairo,Towels,Household,6,106.62,639.72,Aaron
2025-04-27,Tanta,Bleach,Detergents,5,34.01,170.04999999999998,Lori
2025-06-04,Cairo,Soda,Beverages,1,49.71,49.71,Charles
2025-02-16,Tanta,Cups,Household,1,135.78,135.78,Scott
2025-06-19,Cairo,Soda,Beverages,5,143.47,717.35,Charles
2025-05-10,Mansoura,Rice,Food,8,128.12,1024.96,Katie
2025-04-17,Mansoura,Tea,Beverages,9,73.88,664.92,Eugene
2025-05-21,Cairo,Plates,Household,8,16.92,135.36,Patrick
2025-06-18,Tanta,Rice,Food,7,85.31,597.1700000000001,Michelle
2025-04-27,Tanta,Juice,Beverages,5,36.62,183.1,Jordan
2025-01-17,Cairo,Rice,Food,5,86.88,434.4,Katherine
2025-05-02,Alexandria,Knives,Household,5,127.83,639.15,Sarah
2025-06-18,Mansoura,Pasta,Food,5,22.18,110.9,Alicia
2025-01-24,Cairo,Knives,Household,5,27.06,135.29999999999998,Stacey
2025-04-02,Tanta,Water,Beverages,2,94.41,188.82,Anthony
2025-02-21,Mansoura,Tea,Beverages,8,29.16,233.28,Crystal
2025-03-05,Alexandria,Rice,Food,7,92.89,650.23,Lindsey
2025-03-14,Cairo,Bleach,Detergents,9,123.52,1111.68,Sara
2025-01-24,Cairo,Cups,Household,3,53.84,161.52,Chloe
2025-01-08,Cairo,Knives,Household,3,146.72,440.15999999999997,Timothy
2025-02-28,Tanta,Shampoo,Detergents,1,125.32,125.32,Alexander
2025-04-14,Alexandria,Knives,Household,7,87.08,609.56,Paul
2025-05-02,Mansoura,Towels,Household,9,51.83,466.46999999999997,Kayla
2025-05-16,Cairo,Cups,Household,9,59.6,536.4,Beth
2025-01-31,Cairo,Knives,Household,4,139.38,557.52,Jeffrey
2025-06-05,Mansoura,Rice,Food,5,106.98,534.9,Edwin
2025-05-11,Mansoura,Towels,Household,3,34.59,103.77000000000001,April
2025-05-17,Cairo,Water,Beverages,2,48.01,96.02,Laura
2025-03-28,Mansoura,Pasta,Food,4,43.06,172.24,Corey
2025-01-02,Alexandria,Soda,Beverages,8,22.76,182.08,Theresa
2025-05-22,Tanta,Cups,Household,6,15.5,93.0,Regina
2025-04-08,Mansoura,Soda,Beverages,6,131.2,787.1999999999999,James
2025-01-10,Tanta,Water,Beverages,9,65.88,592.92,Carlos
2024-12-28,Cairo,Bleach,Detergents,3,114.42,343.26,Gloria
2025-01-10,Cairo,Shampoo,Detergents,7,11.62,81.33999999999999,Paul
2025-04-25,Mansoura,Rice,Food,1,16.15,16.15,Katrina
2025-04-13,Tanta,Chicken,Food,6,66.26,397.56000000000006,Teresa
2025-06-03,Alexandria,Cups,Household,5,60.41,302.04999999999995,Michael
2025-05-20,Cairo,Shampoo,Detergents,4,31.17,124.68,Monica
2025-06-04,Cairo,Water,Beverages,6,104.08,624.48,Dwayne
2025-02-13,Alexandria,Beef,Food,8,108.78,870.24,Nicole
2025-01-28,Alexandria,Plates,Household,1,68.3,68.3,Amanda
2024-12-31,Tanta,Bleach,Detergents,5,104.28,521.4,Annette
2025-02-05,Alexandria,Shampoo,Detergents,8,136.55,1092.4,Kylie
2025-02-13,Cairo,Cups,Household,1,52.51,52.51,Wendy
2025-04-17,Tanta,Pasta,Food,7,28.15,197.04999999999998,Aimee
2025-04-27,Cairo,Tea,Beverages,6,19.31,115.85999999999999,Beth
2025-06-20,Alexandria,Cheese,Food,1,62.68,62.68,Heather
2025-04-15,Mansoura,Coffee,Beverages,9,111.59,1004.3100000000001,Jamie
2025-03-21,Mansoura,Pasta,Food,6,115.8,694.8,George
2025-03-14,Alexandria,Knives,Household,2,24.63,49.26,Erin
2025-02-03,Mansoura,Beef,Food,2,34.72,69.44,Lauren
2025-03-13,Tanta,Juice,Beverages,4,54.81,219.24,Jason
2025-01-15,Tanta,Beef,Food,7,137.03,959.21,Briana
2025-04-22,Mansoura,Cheese,Food,3,11.37,34.11,Casey
2025-05-15,Mansoura,Bleach,Detergents,4,130.35,521.4,Christina
2025-05-27,Tanta,Coffee,Beverages,7,47.62,333.34,John
2025-02-02,Mansoura,Pasta,Food,9,19.51,175.59,Joel
2025-05-19,Tanta,Towels,Household,6,132.25,793.5,Angela
2025-06-26,Alexandria,Knives,Household,8,10.5,84.0,Mary
2025-05-29,Mansoura,Water,Beverages,5,148.4,742.0,Colleen
2025-05-11,Cairo,Juice,Beverages,3,111.25,333.75,Katie
2025-05-20,Mansoura,Rice,Food,6,33.72,202.32,James
2025-01-19,Mansoura,Rice,Food,3,120.84,362.52,Parker
2025-03-20,Tanta,Knives,Household,6,60.19,361.14,Gabriella
2025-04-21,Cairo,Tissue,Detergents,4,89.58,358.32,Nicole
2025-04-06,Mansoura,Tea,Beverages,8,11.85,94.8,Heidi
2025-01-09,Tanta,Towels,Household,1,85.97,85.97,John
2025-01-21,Alexandria,Towels,Household,3,144.7,434.09999999999997,Elizabeth
2025-05-27,Tanta,Cups,Household,2,67.87,135.74,Dustin
2025-02-12,Tanta,Tissue,Detergents,9,77.99,701.91,Manuel
2025-01-12,Cairo,Knives,Household,1,35.4,35.4,Jared
2025-05-11,Mansoura,Cups,Household,2,32.51,65.02,Morgan
2025-03-07,Alexandria,Cheese,Food,5,89.59,447.95000000000005,Lori
2025-05-07,Alexandria,Water,Beverages,3,19.91,59.730000000000004,Courtney
2025-03-01,Alexandria,Tissue,Detergents,7,116.6,816.1999999999999,Lisa
2025-02-23,Tanta,Pasta,Food,6,36.96,221.76,David
2025-04-30,Cairo,Plates,Household,8,146.28,1170.24,Kenneth
2025-03-19,Alexandria,Plates,Household,3,115.78,347.34000000000003,Donna
2025-04-02,Alexandria,Towels,Household,4,55.4,221.6,Michelle
2025-06-24,Tanta,Chicken,Food,5,53.68,268.4,Frank
2025-01-09,Cairo,Shampoo,Detergents,4,32.91,131.64,Danielle
2025-02-21,Mansoura,Chicken,Food,3,90.87,272.61,Meghan
2025-03-30,Mansoura,Bleach,Detergents,8,97.28,778.24,Manuel
2025-04-04,Mansoura,Tissue,Detergents,7,64.88,454.15999999999997,Barbara
2025-05-21,Mansoura,Cups,Household,9,115.61,1040.49,Stacy
2025-05-18,Cairo,Soda,Beverages,1,120.39,120.39,Suzanne
2025-03-11,Tanta,Pasta,Food,3,80.38,241.14,Nicholas
2024-12-28,Cairo,Rice,Food,6,92.17,553.02,Spencer
2025-05-17,Alexandria,Plates,Household,3,86.96,260.88,Robert
2025-05-20,Tanta,Cups,Household,3,114.73,344.19,Michael
2025-03-12,Tanta,Juice,Beverages,8,66.03,528.24,Joshua
2025-06-14,Cairo,Tea,Beverages,7,31.95,223.65,Anna
2025-02-12,Mansoura,Cups,Household,5,30.68,153.4,Matthew
2025-04-23,Mansoura,Pasta,Food,5,99.26,496.3,Rebekah
2025-05-22,Alexandria,Water,Beverages,1,65.7,65.7,James
2025-05-11,Mansoura,Coffee,Beverages,6,99.8,598.8,Jody
2025-04-19,Alexandria,Towels,Household,2,137.62,275.24,Desiree
2025-06-15,Alexandria,Plates,Household,7,47.44,332.08,Chelsey
2025-02-01,Cairo,Pasta,Food,4,106.08,424.32,Jennifer
2025-04-20,Cairo,Beef,Food,3,90.92,272.76,Amanda
2025-02-20,Alexandria,Tissue,Detergents,8,80.58,644.64,Stephen
2025-02-11,Alexandria,Cheese,Food,9,112.52,1012.68,Aaron
2025-06-20,Alexandria,Knives,Household,6,38.04,228.24,Jesse
2025-04-29,Mansoura,Plates,Household,3,84.39,253.17000000000002,Carolyn
2025-02-07,Cairo,Chicken,Food,8,78.06,624.48,Jason
2025-04-04,Mansoura,Juice,Beverages,3,54.46,163.38,Stacey
2025-01-12,Mansoura,Plates,Household,6,14.07,84.42,Amy
2025-05-17,Cairo,Beef,Food,9,102.28,920.52,Bruce
2025-05-19,Mansoura,Plates,Household,6,83.52,501.12,Crystal
2025-04-14,Alexandria,Pasta,Food,5,64.21,321.04999999999995,Amy
2025-01-29,Mansoura,Shampoo,Detergents,9,131.11,1179.9900000000002,Diana
2025-05-12,Tanta,Soap,Detergents,5,125.06,625.3,Monica
2025-02-16,Tanta,Water,Beverages,7,130.54,913.78,Justin
2025-05-25,Tanta,Cheese,Food,7,105.14,735.98,Amy
2025-06-08,Alexandria,Plates,Household,5,75.16,375.79999999999995,Kevin
2025-02-04,Mansoura,Cheese,Food,6,85.27,511.62,Joseph
2025-04-08,Mansoura,Towels,Household,2,118.8,237.6,Todd
2025-04-12,Alexandria,Beef,Food,7,132.76,929.3199999999999,Maria
2025-02-24,Cairo,Tea,Beverages,3,64.79,194.37,Keith
2025-06-22,Mansoura,Rice,Food,1,142.65,142.65,Dominic
2025-04-20,Cairo,Towels,Household,6,113.42,680.52,David
2025-05-01,Cairo,Knives,Household,4,117.29,469.16,Jeffrey
2025-05-09,Tanta,Bleach,Detergents,6,85.46,512.76,Heather
2025-05-26,Cairo,Shampoo,Detergents,8,41.28,330.24,Andrew
2025-04-23,Tanta,Plates,Household,6,88.22,529.3199999999999,Dennis
2025-02-11,Alexandria,Knives,Household,7,65.68,459.76000000000005,Sophia
2025-02-25,Alexandria,Rice,Food,3,127.61,382.83,Jonathan
2024-12-28,Cairo,Tea,Beverages,8,26.64,213.12,Angela
2025-04-02,Cairo,Coffee,Beverages,5,82.34,411.70000000000005,Alexandria
2025-06-04,Cairo,Towels,Household,1,88.98,88.98,Alyssa
2025-02-07,Cairo,Soap,Detergents,1,103.17,103.17,Stephen
2025-03-24,Mansoura,Pasta,Food,7,99.73,698.11,Vicki
2025-01-05,Tanta,Chicken,Food,1,45.08,45.08,Heidi
2025-01-23,Mansoura,Juice,Beverages,2,54.05,108.1,Nicholas
2025-04-02,Mansoura,Shampoo,Detergents,7,29.84,208.88,Alexandria
2025-06-08,Mansoura,Towels,Household,1,117.94,117.94,Deborah
2025-04-24,Alexandria,Coffee,Beverages,3,102.12,306.36,Anne
2025-02-17,Cairo,Tissue,Detergents,3,66.46,199.38,Lauren
2025-05-18,Cairo,Knives,Household,6,29.71,178.26,Yvonne
2025-04-10,Alexandria,Rice,Food,9,32.7,294.3,David
2025-06-02,Mansoura,Plates,Household,5,19.11,95.55,Andrew
2025-03-13,Cairo,Water,Beverages,6,131.98,791.8799999999999,Amber
2025-04-08,Tanta,Towels,Household,5,148.3,741.5,Jennifer
2025-01-23,Mansoura,Chicken,Food,5,51.61,258.05,Amy
2025-04-10,Cairo,Plates,Household,6,96.52,579.12,Theresa
2025-05-02,Alexandria,Tea,Beverages,5,138.67,693.3499999999999,Megan
2025-05-10,Cairo,Tissue,Detergents,8,52.52,420.16,Ronald
2025-03-15,Alexandria,Cups,Household,7,119.15,834.0500000000001,Aaron
2025-01-04,Cairo,Bleach,Detergents,4,110.95,443.8,Michael
2025-05-31,Alexandria,Cheese,Food,3,22.68,68.03999999999999,Charles
2025-05-23,Mansoura,Towels,Household,2,20.53,41.06,Ashley
2025-03-07,Alexandria,Tissue,Detergents,4,115.59,462.36,Cody
2024-12-28,Mansoura,Bleach,Detergents,3,96.77,290.31,Ashley
2025-04-19,Alexandria,Rice,Food,3,15.73,47.19,William
2025-04-24,Cairo,Beef,Food,5,59.31,296.55,Krista
2025-06-09,Alexandria,Beef,Food,3,127.94,383.82,Benjamin
2025-05-15,Tanta,Tissue,Detergents,1,73.47,73.47,Adam
2025-05-15,Tanta,Plates,Household,9,64.97,584.73,Matthew
2025-05-13,Mansoura,Bleach,Detergents,8,40.06,320.48,Bryan
2025-01-20,Tanta,Chicken,Food,3,82.51,247.53000000000003,Christian
2025-01-17,Tanta,Tea,Beverages,5,109.89,549.45,Joshua
2025-01-27,Mansoura,Beef,Food,4,142.36,569.44,John
2025-04-28,Cairo,Water,Beverages,4,119.05,476.2,Kimberly
2025-02-01,Tanta,Cheese,Food,3,120.49,361.46999999999997,Eric
2025-02-17,Tanta,Shampoo,Detergents,4,26.57,106.28,Benjamin
2025-04-08,Mansoura,Chicken,Food,4,122.12,488.48,Andrea
2025-05-30,Cairo,Cheese,Food,3,117.73,353.19,Taylor
2025-03-08,Tanta,Bleach,Detergents,3,57.99,173.97,Edward
2025-05-19,Cairo,Chicken,Food,8,48.83,390.64,James
2025-01-06,Alexandria,Soda,Beverages,6,72.92,437.52,David
2025-03-25,Mansoura,Rice,Food,4,44.93,179.72,Edwin
2025-05-18,Cairo,Tea,Beverages,4,66.4,265.6,Steven
2025-04-29,Mansoura,Cheese,Food,1,138.87,138.87,Francisco
2025-04-11,Alexandria,Cheese,Food,6,104.98,629.88,Melissa
2025-03-22,Tanta,Pasta,Food,9,86.73,780.57,Michael
2025-04-06,Cairo,Water,Beverages,6,98.7,592.2,Amber
2025-02-13,Alexandria,Cheese,Food,3,47.27,141.81,Sara
2025-06-27,Tanta,Beef,Food,1,68.68,68.68,Jesse
2025-01-07,Cairo,Cups,Household,8,139.39,1115.12,Dylan
2025-06-05,Tanta,Water,Beverages,4,84.47,337.88,William
2025-02-02,Alexandria,Bleach,Detergents,4,134.46,537.84,Ashley
2025-06-07,Alexandria,Bleach,Detergents,9,109.25,983.25,Ryan
